연번,학교급,시군명,읍면동,설립별,학교명,신설휴원,학급수,학생수,우편번호,주소,연락처,팩스번호,비고
922,중학교,천안,신방동,공립,천안신방중학교,,38,1038,31176,충남 천안시 동남구 신촌4로 46,041-592-1012,041-592-1021,
923,중학교,천안,불당동,공립,천안불당중학교,,36,1136,31164,충남 천안시 서북구 불당11로 35,041-558-9521,041-558-9516,
924,중학교,천안,불당동,공립,천안월봉중학교,,35,1072,31169,충남 천안시 서북구 광장로 245,041-523-9851,041-523-9856,
925,중학교,천안,용곡동,공립,천안용곡중학교,,38,1106,31184,충남 천안시 동남구 새말1길 51-14,041-592-0174,041-592-0171,
926,중학교,천안,신방동,공립,천안새샘중학교,,31,924,31205,충남 천안시 동남구 통정6로 49,041-592-3092,041-592-3097,
927,중학교,천안,청당동,공립,천안가온중학교,,33,929,31198,충남 천안시 동남구 청수6로 83,041-523-4965,041-523-4960,
928,중학교,천안,불당동,공립,천안불무중학교,,33,978,31156,충남 천안시 서북구 불당23로 30,041-418-9670,041-418-9675,
929,중학교,천안,성환읍,공립,성환중학교,,14,260,31017,충남 천안시 서북구 성환읍 성환2로 79,041-581-0383,041-581-0382,
930,중학교,천안,병천면,공립,병천중학교,,7,105,31256,충남 천안시 동남구 병천면 충절로 1872,041-561-9676,041-564-1916,
931,중학교,천안,입장면,공립,입장중학교,,7,129,31027,충남 천안시 서북구 입장면 연곡길 36,041-585-5021,041-585-5020,
932,중학교,천안,목천읍,공립,목천중학교,,10,194,31231,충남 천안시 동남구 목천읍 삼방로 145,041-559-1603,041-559-1670,
933,중학교,천안,성남면,공립,천남중학교,,3,58,31245,충남 천안시 동남구 성남면 신사대화로 403,041-553-0842,041-553-5868,
934,중학교,천안,성성동,공립,천안가람중학교,신설,23,653,31078,충남 천안시 서북구 성성6로 40,041-622-0931,041-622-0935,2025-03-01자 개교
935,중학교,천안,봉명동,사립,천안계광중학교,,19,517,31150,충남 천안시 동남구 봉명로53,041-572-9013,041-572-9012,
936,중학교,천안,성황동,사립,복자여자중학교,,16,492,31122,충남 천안시 동남구 복자1길 1,041-551-6003,041-568-0784,
937,중학교,천안,유량동,사립,천성중학교,,16,414,31068,충남 천안시 동남구 벌말1길 7,041-551-7451,041-555-7450,
938,중학교,천안,봉명동,사립,천안서여자중학교,,19,435,31151,충남 천안시 동남구 천안여상로 44,041-574-9333,041-574-9266,
939,중학교,천안,풍세면,사립,광풍중학교,,11,263,31217,충남 천안시 동남구 풍세면 광풍로 1021-11,041-566-7012,041-553-4302,
940,중학교,천안,성환읍,사립,천안동성중학교,,13,305,31019,충남 천안시 서북구 성환읍 성환1로 138,041-582-6183,041-582-6186,
941,중학교,공주,금성동,공립,공주중학교,,17,347,32536,충남 공주시 왕릉로 111(금성동),041-858-1492,041-856-9847,
942,중학교,공주,신관동,공립,봉황중학교,,14,328,32529,충남 공주시 금벽로 301(신관동),041-854-2772,041-856-7998,
943,중학교,공주,교동,공립,공주여자중학교,,22,551,32541,충남 공주시 용당길 54(교동),041-851-1001,041-856-7571 ,
944,중학교,공주,유구읍,공립,유구중학교,,7,109,32056,충남 공주시 유구읍 중앙1길 49-10,041-841-2901,041-841-2903,
945,중학교,공주,탄천면,공립,탄천중학교,,4,18,32609,충남 공주시 탄천면 통산로 168,041-853-5170,041-854-5161,
946,중학교,공주,정안면,공립,정안중학교,,3,32,32512,충남 공주시 정안면 정안중앙길 89-6,041-961-6025,041-961-6020,
947,중학교,공주,우성면,공립,우성중학교,,8,82,32532,충남 공주시 우성면 구레말길86,041-855-7021,041-855-7027,
948,중학교,공주,반포면,공립,반포중학교,,4,51,32621,충남 공주시 반포면 원당1길 28,041-857-3152,041-857-3153,
949,중학교,공주,사곡면,공립,사곡중학교,,4,25,32523,충남 공주시 사곡면 마곡사로 293-106,041-841-5208,041-841-7037,
950,중학교,공주,이인면,공립,이인중학교,,3,25,32607,충남 공주시 이인면 금광로 12-5,041-857-3102,041-857-9058,
951,중학교,공주,중동,사립,공주영명중학교,,6,133,32563,충남 공주시 영명학당2길 33,041-858-0325,041-856-1528,
952,중학교,공주,반죽동,사립,공주북중학교,,9,214,32546,충남 공주시 제민천1길 113(반죽동),041-854-3962,041-858-1639,
953,중학교,공주,계룡면,사립,경천중학교,,3,33,32619,충남 공주시 계룡면 어사길2(경천리 423),041-852-4043,041-852-4063,
954,중학교,공주,반죽동,국립,공주대학교사범대학부설중학교,,7,161,32550,충남 공주시 봉황로 75,041-851-4100,041-856-9041,
955,중학교,보령,명천동,공립,대천중학교,,22,514,33475, 충남 보령시 보령남로 23,041-934-2602,041-934-9830,
956,중학교,보령,대천동,공립,대천여자중학교,,18,455,33439, 충남 보령시 옥갓티1길 31,041-934-6173,041-934-6179,
957,중학교,보령,동대동,공립,한내여자중학교,,17,434,33430, 충남 보령시 옥마로 200,041-936-6992,041-936-6997,
958,중학교,보령,신흑동,공립,대천서중학교,,4,52,33489, 충남 보령시 대천항로 212,041-931-3482,041-931-3481,
959,중학교,보령,웅천읍,공립,웅천중학교,,4,59,33522,충남 보령시 웅천읍 방축길 87,041-931-8782,041-931-8785,
960,중학교,보령,주포면,공립,보령중학교,,4,51,33414,충남 보령시 보령읍성길 87-37,041-932-7008,041-934-9833,
961,중학교,보령,천북면,공립,천북중학교,,4,20,33402,충남 보령시 천북면 천광로 107,041-641-9013,041-641-8421,
962,중학교,보령,청라면,공립,청라중학교,,6,107,33425,충남 보령시 청라면 대청로 804,041-932-5642,041-934-9834,벽지
963,중학교,보령,남포면,공립,남포중학교,,4,31,33497,충남 보령시 남포면 야동2길 24,041-933-0219,041-934-9835,
964,중학교,보령,미산면,공립,미산중학교,,4,33,33512,충남 보령시 미산면 판미로 1462-7,041-933-4022,041-934-9836,벽지
965,중학교,보령,명천동,사립,대명중학교,,15,362,33430,충남 보령시 한내로 155,041-932-3031,041-931-0476,
966,중학교,아산,용화동,공립,온양중학교,,28,732,31571,충남 아산시 온중로 48,041-536-4455,041-536-4445,
967,중학교,아산,용화동,공립,온양용화중학교,,34,856,31574,충남 아산시 어의정로 101,041-548-6500,041-548-7900,
968,중학교,아산,풍기동,공립,온양여자중학교,,31,828,31577,충남 아산시 온여고길 21번길 22,041-544-3162,041-548-4189,
969,중학교,아산,실옥동,공립,온양신정중학교,,25,547,31502,충남 아산시 온천대로 1333번길 31,041-547-3072,041-547-3080,
970,중학교,아산,송악면,공립,송남중학교,,10,186,31557,충남 아산시 송악면 송악로 714번길 37,041-541-8022,041-542-9445,
971,중학교,아산,배방읍,공립,아산배방중학교,,37,1006,31496,충남 아산시 배방읍 배방로 216,041-536-7100,041-547-7100,
972,중학교,아산,배방읍,공립,설화중학교,,35,998,31469,충남 아산시 배방읍 연화로 56,041-534-7484,041-534-7489,
973,중학교,아산,배방읍,공립,모산중학교,,43,1249,31479,충남 아산시 배방읍 배방로 90,041-620-2100,041-620-2190,
974,중학교,아산,탕정면,공립,탕정중학교,,47,1332,31457,충남 아산시 탕정면로 53-40,041-541-4763,041-541-4760,
975,중학교,아산,탕정면,공립,한들물빛중학교,,28,823,31465,충남 아산시 탕정면 한들물빛3로 35,041-423-3300,041-423-3399,
976,중학교,아산,탕정면,공립,아산갈산중학교,신설,13,328,31457,충남 아산시 탕정면 이순신대로 512,041-549-6845,041-531-1653,2025-03-01자 개교
977,중학교,아산,음봉면,공립,음봉중학교,,28,676,31417,충남 아산시 음봉면 음봉로 505,041-541-4924,041-532-6498,
978,중학교,아산,둔포면,공립,아산테크노중학교,,25,574,31406,충남 아산시 둔포면 아산밸리북로 32,041-427-5002,041-427-5005,
979,중학교,아산,영인면,공립,영인중학교,,4,55,31442,충남 아산시 영인면 아산온천로3번길 17,041-542-5005,041-542-7580,
980,중학교,아산,인주면,공립,인주중학교,,6,84,31434,충남 아산시 인주면 영인산로 85,041-570-5900,041-570-5990,
981,중학교,아산,선장면,공립,선도중학교,,3,21,31546,충남 아산시 선장면 서부남로 21,041-542-0854,041-544-0999,
982,중학교,아산,도고면,공립,도고중학교,,3,30,31552,충남 아산시 도고면 도고산로 573,041-544-7601,041-542-7695,
983,중학교,아산,신창면,공립,신창중학교,,26,556,31535,충남 아산시 신창면 천우물로 74,041-542-1139,041-542-2232,
984,중학교,아산,모종동,공립,모종중학교,신설,19,482,31528,충남 아산시 모종동 122-1번지,041-532-8062,041-533-0430,2025-03-01자 개교
985,중학교,아산,배방읍,공립,아산세교중학교,신설,13,244,31473,충남 아산시 배방읍 세교리 1564,041-424-3060,041-424-3065,2025-03-01자 개교
986,중학교,아산,온천동,사립,아산중학교,,27,768,31511,충남 아산시 번영로115번길 21,041-545-3173,041-548-7509,
987,중학교,아산,권곡동,사립,한올중학교,,23,625,31519,충남 아산시 청운로 158 ,041-544-8166,041-544-8170,
988,중학교,아산,둔포면,사립,둔포중학교,,10,226,31405,충남 아산시 둔포면 둔포중앙로161번길 26-13,041-531-2252,041-532-2253,
989,중학교,서산,석남동,공립,서산중학교,,32,821,31999,충남 서산시 덕지천로 90,041-664-5573,041-664-7874,
990,중학교,서산,석림동,공립,서산여자중학교,,31,835,32003,충남 서산시 정주골 6길 11,041-669-1977,041-666-1976,
991,중학교,서산,석림동,공립,서산석림중학교,,23,609,32002,충남 서산시 동서2로 8,041-667-8126,041-667-8129,
992,중학교,서산,읍내동,공립,서산부춘중학교,,19,471,31972,충남 서산시 부춘2로 42(읍내동),041-667-0127,041-667-0130,
993,중학교,서산,동문동,사립,서령중학교,,18,535,31965,충남 서산시 서령로 117(동문동),041-664-5101,041-665-0737,
994,중학교,서산,해미면,공립,해미중학교,,10,187,31960,충남 서산시 해미면 남문2로 93,041-688-5812,041-688-5815,
995,중학교,서산,부석면,공립,부석중학교,,3,50,32019,충남 서산시 부석면 무학로 1034 ,041-669-0292,041-669-0291,
996,중학교,서산,대산읍,공립,서산명지중학교,,3,47,31907,충남 서산시 대산읍 명지1로 15 ,041-668-7442,041-669-7441,
997,중학교,서산,성연면,공립,성연중학교,,24,569,31930,충남 서산시 성연면 성연로 210-4,041-662-8050,041-669-8057,
998,중학교,서산,고북면,공립,고북중학교,,3,60,32027,충남 서산시 고북면 고북1로 320-1,041-664-8742,041-669-0636,
999,중학교,서산,음암면,공립,음암중학교,,7,133,31936,충남 서산시 음암면 칠거리로 147,041-669-6042,041-669-6049,
1000,중학교,서산,인지면,공립,인지중학교,,8,153,32015,충남 서산시 인지면 무학로 1654-9,041-669-1141,041-664-0926,
1001,중학교,서산,운산면,사립,대철중학교,,7,105,31945,충남 서산시 운산면 해운로 1111,041-669-2861,041-669-2869,
1002,중학교,서산,대산읍,사립,대산중학교,,10,176,31909,충남 서산시 대산읍 충의로 1856,041-669-1791,041-669-1790,
1003,중학교,서산,팔봉면,사립,팔봉중학교,,7,157,31925,충남 서산시 팔봉면 팔봉2로 133,041-662-6006,041-663-0518,
1004,중학교,서산,지곡면,사립,서일중학교,,9,240,31919,충남 서산시 지곡면 화천3길 56 ,041-669-1083,041-669-5734,
1005,중학교,논산,부창동,공립,논산중학교,,18,345,32954,논산시 시민로397번길 28(부창동),041-735-2834,041-735-0986,
1006,중학교,논산,취암동,공립,논산여자중학교,,22,536,32978,논산시 중앙로347번길 21,041-735-2751,041-732-3895,
1007,중학교,논산,강경읍,공립,강경중학교,,5,83,32940,논산시 강경읍 계백로 28,041-745-1603,041-745-2559,
1008,중학교,논산,강경읍,공립,강경여자중학교,,7,112,32938,논산시 강경읍 계백로 200,041-745-1942,041-745-6444,
1009,중학교,논산,연무읍,공립,연무중학교,,7,137,33007,논산시 연무읍 연무로 160번길 26-2,041-742-0541,041-742-0049,
1010,중학교,논산,노성면,공립,노성중학교,,5,65,32903,논산시 노성면 노성로 602-5,041-736-0348,041-736-5006,
1011,중학교,논산,연산면,공립,연산중학교,,5,85,32913,논산시 연산면 청동로 113-14,041-733-6756,041-734-1631,
1012,중학교,논산,광석면,공립,광석중학교, ,5,50,32924,논산시 광석면 광석로 56-3,041-732-9282,041-733-8283,
1013,중학교,논산,가야곡면,공립,가야곡중학교,,4,14,33019,논산시 가야곡면 덕은로 160,041-741-1601,041-742-7020,
1014,중학교,논산,등화동,사립,논산대건중학교,,11,300,32906,논산시 논산대로 119,041-735-1966,041-735-1962,
1015,중학교,논산,지산동,사립,기민중학교,,11,255,32994,논산시 관촉로 113-19(지산동),041-733-2852~3,041-733-2855,
1016,중학교,논산,부창동,사립,쌘뽈여자중학교,,12,294,32954,논산시 시민로 411,041-735-2508,041-732-4795,
1017,중학교,논산,연무읍,사립,연무여자중학교,,6,126,33009,논산시 연무읍 동안로 887번길 5,041-741-5675,041-742-3307,
1018,중학교,논산,양촌면,사립,건양대학교병설건양중학교,,6,103,33022,논산시 양촌면 황산벌로 486-21,041-741-2102,041-741-7939,
1019,중학교,계룡,신도안면,공립,용남중학교,,23,606,32801,계룡시 신도안면 신도안2길 66,042-551-1502,042-551-2178,
1020,중학교,계룡,엄사면,공립,엄사중학교,,20,514,32815,계룡시 엄사면 번영11길3,042-841-9675,042-841-9674,
1021,중학교,계룡,금암동,공립,계룡중학교,,28,662,32828,계룡시 서금암 5길 17,042-840-5092,042-840-5094,
1022,중학교,당진,채운동,공립,당진중학교,,38,1004,31784,충남 당진시 운학길 41,041-430-2002,041-430-2099,
1023,중학교,당진,대호지면,공립,당진중학교대호지분교장,,3,8,31798,충남 당진시 대호지면 4.4만세로 75-22,041-352-2556,041-354-2556,
1024,중학교,당진,원당동,공립,원당중학교,,36,976,31771,충남 당진시 밤절로 72-34,041-358-2363,041-358-2367,
1025,중학교,당진,수청동,공립,수청중학교,,24,557,31817,충남 당진시 수청3로 42,041-430-8791,041-358-2024,
1026,중학교,당진,합덕읍,공립,합덕중학교,,4,60,31809,충남 당진시 합덕읍 면천로 1601,041-362-2791,041-363-1125,
1027,중학교,당진,합덕읍,공립,합덕여자중학교, ,4,51,31809,충남 당진시 합덕읍 면천로 1583,041-362-8764,041-363-0573,
1028,중학교,당진,면천면,공립,면천중학교,,3,38,31804,충남 당진시 면천면 면천서문1길 35,041-356-3086,041-356-3087,
1029,중학교,당진,순성면,공립,순성중학교,,3,39,31757,충남 당진시 순성면 틀모시로 146,041-353-5367,041-353-5956,
1030,중학교,당진,송산면,공립,송산중학교,,11,202,31714,충남 당진시 송산면 도문로 48,041-353-7227,041-352-2794,
1031,중학교,당진,고대면,공립,고대중학교,,4,61,31792,충남 당진시 고대면 고대로 215,041-353-8640,041-353-1730,
1032,중학교,당진,읍내동,사립,호서중학교,,20,581,31771,충남 당진시 밤절로 2-31,041-352-2521,041-353-2522,
1033,중학교,당진,합덕읍,사립,서야중학교,,6,119,31814,충남 당진시 합덕읍 덕평로 335-1,041-363-0713,041-362-0717,
1034,중학교,당진,석문면,사립,석문중학교,,6,94,31706,충남 당진시 석문면 대호로 1533-6,041-353-0792,041-354-0791,
1035,중학교,당진,신평면,사립,신평중학교,,24,639,31746,충남 당진시 신평면 솔안말길 61-40,041-360-5107,041-362-5470,
1036,중학교,당진,송악읍,사립,송악중학교,,36,941,31732,충남 당진시 송악읍 송악로 165,041-351-2310,041-351-2391,
1037,중학교,금산,금산읍,공립,금산중학교,,11,264,32734,충남 금산군 금산읍 탑선길 5,041-753-7152,041-753-7156,
1038,중학교,금산,금산읍,공립,금산동중학교,,13,282,32742,충남 금산군 금산읍 용머리길 25,041-753-7103,041-753-9765,
1039,중학교,금산,금산읍,공립,금산여자중학교,,12,245,32737,충남 금산군 금산읍 인삼로11,041-753-6144,041-753-6152,
1040,중학교,금산,제원면,공립,제원중학교,,4,44,32723,충남 금산군 제원면 금강로 61,041-753-7321,041-752-2870,
1041,중학교,금산,부리면,공립,부리중학교,,4,38,32757,충남 금산군 부리면 말골길 57,041-753-7530~1,041-754-9745,
1042,중학교,금산,진산면,공립,진산중학교,,4,34,32704,충남 금산군 진산면 대둔산로 413,041-753-7367,041-752-6521,
1043,중학교,금산,복수면,공립,복수중학교,,3,20,32701,충남 금산군 복수면 복수로 333,041-753-7063,041-753-6759,
1044,중학교,금산,추부면,공립,추부중학교,,8,103,32714,충남 금산군 추부면 마전2길 21,041-753-7003,041-753-8918,
1045,중학교,부여,부여읍,공립,부여중학교,,13,299,33155,충남 부여군 부여읍 석탑로 14,041-832-3884,041-837-0635,
1046,중학교,부여,부여읍,공립,부여여자중학교,,11,259,33133,충남 부여군 부여읍 월함로 34,041-836-0441,041-837-0636,
1047,중학교,부여,홍산면,공립,홍산중학교,,3,44,33200,충남 부여군 홍산면 홍산로 112-25,041-836-1086,041-835-1901,
1048,중학교,부여,임천면,공립,임천중학교,,4,25,33220,충남 부여군 임천면 성흥로 210,041-833-2086,041-837-0638,
1049,중학교,부여,은산면,공립,은산중학교,,4,37,33113,충남 부여군 은산면 충의로 729 ,041-832-1066,041-837-0639,
1050,중학교,부여,석성면,공립,석성중학교,,4,59,33176,충남 부여군 석성면 증산로 7,041-836-6086,041-836-0644,
1051,중학교,부여,세도면,공립,세도중학교,,3,34,33229,충남 부여군 세도면 부흥로 564-4,041-833-0085,041-837-0641,
1052,중학교,부여,규암면,사립,백제중학교,,12,264,33121,충남 부여군 규암면 흥수로 759,041-836-3201,041-836-0645,
1053,중학교,부여,외산면,사립,외산중학교,,3,37,33103,충남 부여군 외산면 외산로 55-14,041-836-5285,041-836-0646,
1054,중학교,부여,구룡면,사립,용강중학교,,4,30,33191,충남 부여군 구룡면 성충로 1429,041-832-2085,041-837-0645,
1055,중학교,서천,장항읍,공립,장항중학교,,10,232,33673,충남 서천군 장항읍 장서로 16번길 79,041-956-0756,041-956-6735,
1056,중학교,서천,서천읍,공립,서천중학교,,9,181,33646,충남 서천군 서천읍 충절로 97,041-953-0104,041-953-8665,
1057,중학교,서천,서천읍,공립,서천여자중학교,,7,140,33638,충남 서천군 서천읍 군청로 84,041-950-7070,041-953-0264,
1058,중학교,서천,한산면,공립,한산중학교,,4,19,33624,충남 서천군 한산면 한마로 130번길 31,041-951-0085,041-951-3791,
1059,중학교,서천,비인면,공립,비인중학교,,4,19,33608,충남 서천군 비인면 비인로 142,041-952-8082,041-952-5589,
1060,중학교,서천,서면,공립,서면중학교,,4,42,33602,충남 서천군 서면 서인로 777번길 3,041-951-7537,041-952-3215,
1061,중학교,서천,서천읍,사립,서림여자중학교,,3,65,33636,충남 서천군 서천읍 화금서길 45,041-953-0176,041-953-8744,
1062,중학교,서천,기산면,사립,동강중학교,,6,100,33628,충남 서천군 기산면 충절로 624,041-951-4395,070-4855-4990 ,
1063,중학교,서천,판교면,사립,판교중학교,,4,47,33615,충남 서천군 판교면 종판로887번길,041-951-5514,041-951-6443,
1064,중학교,청양,청양읍,공립,청양중학교,,14,309,33339,충남 청양군 청양읍 칠갑산로179,041-944-1194,041-943-6791,
1065,중학교,청양,정산면,공립,정산중학교,,7,121,33354,충남 청양군 정산면 역말길 42,041-942-0189,041-943-0794,
1066,중학교,청양,청양읍,사립,청신여자중학교,,3,41,33303,충남 청양군 청양읍 학사길 5-101,041-943-2760,041-942-2646,
1067,중학교,청양,남양면,사립,동영중학교,,2,11,33309,충남 청양군 남양면 금천길 70-36,041-942-1715,041-943-0666,
1068,중학교,홍성,홍성읍,공립,홍성중학교,,14,275,32232,충남 홍성군 홍성읍 충절로 994,041-632-2624,041-633-5835,
1069,중학교,홍성,홍성읍,공립,홍성여자중학교,,22,522,32216,충남 홍성군 홍성읍 도청대로 29-21,041-632-2629,041-633-8830,
1070,중학교,홍성,광천읍,공립,광천중학교,,7,127,32292,충남 홍성군 광천읍 광천로 396-34,041-641-0553,041-641-8560,
1071,중학교,홍성,홍북읍,공립,내포중학교,,28,777,32264,충남 홍성군 홍북읍 홍학로 41,041-640-1421,041-635-1400,
1072,중학교,홍성,갈산면,공립,갈산중학교,,4,31,32202,충남 홍성군 갈산면 상촌로 9번길 39,041-634-5304,041-634-5670,
1073,중학교,홍성,홍동면,공립,홍동중학교,,7,104,32283,충남 홍성군 홍동면 광금남로 735,041-631-8072,041-633-5013,
1074,중학교,홍성,서부면,공립,홍성서부중학교,,3,27,32204,충남 홍성군 서부면 서부로 411,041-632-8771,041-633-8826,
1075,중학교,홍성,금마면,공립,금마중학교,,4,54,32280,충남 홍성군 금마면 철마산길 182,041-633-7529,041-634-7584,
1076,중학교,홍성,홍북읍,공립,홍북중학교,신설,16,377,32267,충남 홍성군 홍북읍 신경리 1208,041-640-1479,041-406-7209,2025-03-01자 개교
1077,중학교,홍성,홍성읍,사립,홍주중학교,,12,262,32238,충남 홍성군 홍성읍 문화로 78,041-632-4425,041-632-9929,
1078,중학교,홍성,광천읍,사립,서해삼육중학교,,3,82,32292,충남 홍성군 광천읍 홍남로 705번길 23,041-641-0938,041-641-0935,
1079,중학교,예산,예산읍,공립,예산중학교,,18,414,32441, 예산군 예산읍 예중길 40,331-2892,332-6564,
1080,중학교,예산,예산읍,공립,예산여자중학교,,14,320,32423,예산군 예산읍 벚꽃로 197-17,334-2491,332-7187,
1081,중학교,예산,대술면,공립,대술중학교,,3,31,32444,예산군 대술면 대술로 135-7,333-5006,333-4722,
1082,중학교,예산,삽교읍,공립,삽교중학교,,3,58,32414,예산군 삽교읍 삽교로 173,337-2873,338-0470,
1083,중학교,예산,삽교읍,공립,덕산중학교,,29,700,32416,예산군 삽교읍 예학로 128,337-9668,337-9709,
1084,중학교,예산,고덕면,공립,고덕중학교,,3,62,32403,예산군 고덕면 예덕로 546,338-3913,338-3917,
1085,중학교,예산,신암면,공립,신암중학교,,4,44,32419,예산군 신암면 신암남로 413,332-9107,333-4723,
1086,중학교,예산,신양면,사립,신양중학교,,4,70,32453,예산군 신양면 청신로 402,333-7032,333-6360,
1087,중학교,예산,광시면,사립,광시중학교,,4,22,32457,예산군 광시면 광시소길 24,332-1556,333-3025,
1088,중학교,예산,대흥면,사립,대흥중학교,,6,143,32450,예산군 대흥면 예당로 845,332-0013,332-2200,
1089,중학교,예산,오가면,사립,임성중학교,,3,46,32425,예산군 오가면 윤봉길로 1983-32,335-6922,333-6089,
1090,중학교,태안,태안읍,공립,태안중학교,,16,352,32141,충남 태안군 태안읍 중앙로 115,041-674-5323,041-674-5329,
1091,중학교,태안,태안읍,공립,태안여자중학교,,14,356,32140,충남 태안군 태안읍 다락미4길 27,041-673-2376,041-674-0684,
1092,중학교,태안,안면읍,공립,안면중학교,,7,113,32166,충남 태안군 안면읍 조운막터길 43,041-674-3092,041-674-0688,
1093,중학교,태안,남면,공립,남면중학교,,4,34,32154,충남 태안군 남면 남면로 125,041-672-3512,041-674-5253,
1094,중학교,태안,근흥면,공립,근흥중학교,,3,21,32129,충남 태안군 근흥면 근흥로 690,041-673-0369,041-674-3474,
1095,중학교,태안,소원면,공립,만리포중학교,,3,14,32120,충남 태안군 소원면 소근로 63-12,041-672-6537,041-674-5504,
1096,중학교,태안,원북면,공립,원이중학교,,8,159,32110,충남 태안군 원북면 마산길 180,041-672-5040,041-672-3476,
1097,중학교,천안,원성동,공립,천안중학교부설방송통신중학교,,6,134,31127,충남 천안시 동남구 충절로 90,041-567-0900,041-563-0243,
1098,중학교,홍성,홍성읍,공립,홍성여자중학교부설방송통신중학교,,6,114,32216,충남 홍성군 홍성읍 도청대로 29-21,041-632-2629,041-633-8830,
1099,고등학교,천안,원성동,공립,천안제일고등학교,,24,416,31127,충남 천안시 동남구 버들로 71 (원성동),041-551-3057,041-563-0792,
1100,고등학교,천안,성황동,공립,천안공업고등학교,,45,943,31123,충남 천안시 동남구 성황5길 17 (성황동),041-558-9801,041-558-9817,
1101,고등학교,천안,원성동,공립,천안중앙고등학교,,39,1286,31126,충남 천안시 동남구 충절로91,041-567-7910,041-551-4335,
1102,고등학교,천안,삼룡동,공립,천안여자고등학교,,35,959,31073,충남 천안시 동남구 삼룡3길 30(삼룡동),041-559-9300,041-567-8303,
1103,고등학교,천안,병천면,공립,병천고등학교,,19,428,31256,충남 천안시 동남구 병천면 충절로 1872,041-561-9671,041-561-9674,
1104,고등학교,천안,성환읍,공립,성환고등학교,,16,356,31008,충남 천안시 서북구 성환읍 신방로 354 ,041-588-2001,041-588-2011,
1105,고등학교,천안,목천읍,공립,목천고등학교,,13,290,31231,충남 천안시 동남구 목천읍 삼방로 145,041-559-1616,041-557-2439,
1106,고등학교,천안,성거읍,공립,충남예술고등학교,,16,419,31044,충남 천안시 서북구 성거읍 천흥2길 42,041-555-8001,041-555-8004,
1107,고등학교,천안,두정동,공립,천안두정고등학교,,44,1426,31089,충남 천안시 서북구 두정고2길 13,041-522-7371,041-522-7374,
1108,고등학교,천안,불당동,공립,천안월봉고등학교,,40,1272,31164,충남 천안시 서북구 불당 11로 51,041-622-5195,041-622-5196,
1109,고등학교,천안,쌍용동,공립,천안쌍용고등학교,,44,1385,31179,충남 천안시 서북구 월봉7길 10,041-592-5313,041-576-1252,
1110,고등학교,천안,신당동,공립,천안신당고등학교,,32,1000,31083,충남 천안시 서북구 신당새터 2길 36,041-523-4822,041-523-4829,
1111,고등학교,천안,성성동,공립,천안오성고등학교,,40,1293,31079,충남 천안시 서북구 과수원길 27,041-558-3702,041-558-3708,
1112,고등학교,천안,업성동,공립,천안업성고등학교,,36,1037,31076,충남 천안시 서북구 업성3길 65-11,041-587-7903,041-587-7909,
1113,고등학교,천안,청수동,공립,천안청수고등학교,,41,1226,31194,충남 천안시 동남구 청수로 82-46,041-590-7100,041-622-6493,
1114,고등학교,천안,불당동,공립,천안불당고등학교,,40,1292,31156,충남 천안시 서북구 불당29길 22,041-622-9571,041-622-9573,
1115,고등학교,천안,봉명동,사립,천안고등학교,,33,1094,31150,충남 천안시 동남구 봉명로 53,041-412-5000,041-574-8037,
1116,고등학교,천안,신당동,사립,천안상업고등학교,,36,838,31081,충남 천안시 서북구 천일고1길 43-9(신당동),041-551-6512,041-567-3677,
1117,고등학교,천안,성황동,사립,복자여자고등학교,,24,614,31122,충남 천안시 동남구 복자1길 1(성황동),041-551-6001,041-555-7689,
1118,고등학교,천안,봉명동,사립,천안여자상업고등학교,,29,667,31151,충남 천안시 동남구 천안여상로 44(봉명동 216-1),041-576-6363,041-574-9266,
1119,고등학교,천안,신부동,사립,북일고등학교,,36,1018,31115,충남 천안시 동남구 단대로 69,041-520-8600,041-551-7116,
1120,고등학교,천안,신부동,사립,북일여자고등학교,,24,671,31115,충남 천안시 동남구 단대로71,041-520-8707,041-554-8887,
1121,고등학교,공주,반죽동,국립,공주대학교사범대학부설고등학교,,19,453,32550,충남 공주시 봉황로 75,041-851-4001,041-856-9537,
1122,고등학교,공주,신관동,공립,공주생명과학고등학교,,18,259,32529,충남 공주시 금벽로 317(신관동 495-3),041-858-3503,041-858-3513,
1123,고등학교,공주,중학동,공립,공주고등학교,,25,496,32564,충남 공주시 공주고담길 2,041-855-1705,041-855-1707,
1124,고등학교,공주,금학동,공립,공주여자고등학교,,22,408,32602,충남 공주시 공주여고길 14-1(금학동) ,041-855-1223,041-856-1059 ,
1125,고등학교,공주,반포면,공립,충남과학고등학교,,12,195,32620,충남 공주시 반포면 금벽로 1351-15,041-852-1427,041-852-1429,
1126,고등학교,공주,유구읍,공립,공주마이스터고등학교,,13,190,32506,충남 공주시 유구읍 중앙1길 27-12,041-841-2702,041-841-4920,
1127,고등학교,공주,중동,사립,공주영명고등학교,,18,348,32563,충남 공주시 중동 영명학당2길 33,041-854-3382,041-853-9781,
1128,고등학교,공주,금흥동,사립,공주정보고등학교,,12,183,32589,충남 공주시 마근동길 29 ,041-856-1672,041-856-1675,
1129,고등학교,공주,웅진동,사립,공주금성여자고등학교,,21,393,32542,충남 공주시 무령로 103,041-854-6811,041-854-3944,
1130,고등학교,공주,정안면,사립,한일고등학교,,15,379,32511,충남 공주시 정안면 어물길 81 ,041-840-6000,041-858-3041,
